image_path,image_size,image_spacing
/mnt/scratch/data/Totalsegmentator_dataset/s0266/ct.nii.gz,"(302, 302, 97)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0201/ct.nii.gz,"(293, 293, 219)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1336/ct.nii.gz,"(285, 285, 416)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0563/ct.nii.gz,"(51, 74, 154)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0943/ct.nii.gz,"(289, 289, 252)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1322/ct.nii.gz,"(240, 240, 297)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1075/ct.nii.gz,"(175, 175, 219)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0694/ct.nii.gz,"(233, 233, 286)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1275/ct.nii.gz,"(263, 263, 39)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0712/ct.nii.gz,"(207, 123, 167)","(1.5, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0152/ct.nii.gz,"(233, 233, 224)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1226/ct.nii.gz,"(260, 260, 144)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0215/ct.nii.gz,"(249, 249, 57)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1389/ct.nii.gz,"(237, 216, 90)","(1.5000001192092896, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0750/ct.nii.gz,"(178, 178, 195)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1212/ct.nii.gz,"(249, 249, 260)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0046/ct.nii.gz,"(247, 247, 213)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0373/ct.nii.gz,"(177, 177, 169)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0954/ct.nii.gz,"(233, 233, 204)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1314/ct.nii.gz,"(333, 333, 546)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1329/ct.nii.gz,"(287, 175, 287)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0514/ct.nii.gz,"(121, 140, 108)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1122/ct.nii.gz,"(114, 114, 156)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1153/ct.nii.gz,"(243, 243, 145)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0955/ct.nii.gz,"(149, 149, 29)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1256/ct.nii.gz,"(292, 292, 228)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0485/ct.nii.gz,"(307, 307, 221)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1060/ct.nii.gz,"(227, 227, 233)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0389/ct.nii.gz,"(171, 171, 110)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0736/ct.nii.gz,"(155, 155, 149)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0293/ct.nii.gz,"(240, 240, 329)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1345/ct.nii.gz,"(127, 127, 92)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1362/ct.nii.gz,"(275, 275, 429)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0962/ct.nii.gz,"(308, 308, 98)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0883/ct.nii.gz,"(142, 142, 119)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0765/ct.nii.gz,"(228, 228, 396)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1157/ct.nii.gz,"(253, 253, 189)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0077/ct.nii.gz,"(255, 255, 272)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0484/ct.nii.gz,"(241, 241, 421)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0690/ct.nii.gz,"(281, 162, 538)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0038/ct.nii.gz,"(240, 240, 333)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0074/ct.nii.gz,"(251, 192, 180)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0040/ct.nii.gz,"(291, 291, 421)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1342/ct.nii.gz,"(279, 279, 82)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0806/ct.nii.gz,"(306, 255, 387)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0408/ct.nii.gz,"(279, 279, 391)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1340/ct.nii.gz,"(275, 275, 431)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0522/ct.nii.gz,"(249, 249, 199)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0756/ct.nii.gz,"(129, 129, 182)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1210/ct.nii.gz,"(246, 246, 422)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0714/ct.nii.gz,"(262, 262, 183)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0583/ct.nii.gz,"(232, 232, 424)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1307/ct.nii.gz,"(276, 276, 363)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1378/ct.nii.gz,"(267, 267, 115)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1133/ct.nii.gz,"(203, 162, 213)","(1.4999998807907104, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0457/ct.nii.gz,"(236, 187, 290)","(1.4999998807907104, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0425/ct.nii.gz,"(260, 260, 196)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0075/ct.nii.gz,"(220, 363, 317)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0363/ct.nii.gz,"(229, 229, 208)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0703/ct.nii.gz,"(265, 265, 434)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0615/ct.nii.gz,"(273, 273, 118)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1199/ct.nii.gz,"(255, 255, 217)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1298/ct.nii.gz,"(297, 297, 237)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0539/ct.nii.gz,"(114, 134, 80)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0129/ct.nii.gz,"(50, 111, 148)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0853/ct.nii.gz,"(175, 175, 162)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0430/ct.nii.gz,"(250, 250, 217)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0029/ct.nii.gz,"(300, 300, 422)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0407/ct.nii.gz,"(215, 215, 228)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0912/ct.nii.gz,"(272, 272, 451)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0915/ct.nii.gz,"(227, 227, 423)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0752/ct.nii.gz,"(248, 248, 240)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1312/ct.nii.gz,"(319, 319, 91)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0903/ct.nii.gz,"(333, 333, 427)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1018/ct.nii.gz,"(221, 221, 276)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0253/ct.nii.gz,"(253, 253, 266)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1264/ct.nii.gz,"(285, 285, 273)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0740/ct.nii.gz,"(51, 153, 393)","(1.5000001192092896, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0374/ct.nii.gz,"(221, 221, 193)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0589/ct.nii.gz,"(265, 265, 423)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1191/ct.nii.gz,"(259, 259, 181)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0187/ct.nii.gz,"(180, 180, 125)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0461/ct.nii.gz,"(269, 269, 447)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1255/ct.nii.gz,"(277, 277, 193)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0536/ct.nii.gz,"(269, 269, 426)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0834/ct.nii.gz,"(267, 178, 186)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0654/ct.nii.gz,"(222, 222, 205)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0581/ct.nii.gz,"(233, 233, 198)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0730/ct.nii.gz,"(214, 214, 74)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0426/ct.nii.gz,"(239, 239, 156)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0403/ct.nii.gz,"(267, 267, 391)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0934/ct.nii.gz,"(293, 293, 293)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0682/ct.nii.gz,"(206, 317, 317)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0501/ct.nii.gz,"(77, 125, 143)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0213/ct.nii.gz,"(267, 166, 267)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0625/ct.nii.gz,"(263, 198, 423)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1311/ct.nii.gz,"(288, 288, 289)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1248/ct.nii.gz,"(221, 221, 402)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1332/ct.nii.gz,"(221, 221, 266)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0686/ct.nii.gz,"(265, 265, 407)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0601/ct.nii.gz,"(218, 218, 150)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0781/ct.nii.gz,"(289, 289, 92)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0334/ct.nii.gz,"(291, 291, 469)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0371/ct.nii.gz,"(233, 233, 283)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0796/ct.nii.gz,"(281, 281, 410)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1159/ct.nii.gz,"(329, 329, 537)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0892/ct.nii.gz,"(221, 221, 256)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0592/ct.nii.gz,"(319, 319, 403)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0428/ct.nii.gz,"(307, 307, 317)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0380/ct.nii.gz,"(287, 287, 177)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0315/ct.nii.gz,"(297, 297, 305)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0531/ct.nii.gz,"(221, 221, 193)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0999/ct.nii.gz,"(251, 251, 175)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0868/ct.nii.gz,"(176, 176, 145)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0525/ct.nii.gz,"(297, 297, 56)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1136/ct.nii.gz,"(216, 216, 164)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0857/ct.nii.gz,"(179, 179, 227)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1272/ct.nii.gz,"(253, 200, 205)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0256/ct.nii.gz,"(231, 231, 151)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0724/ct.nii.gz,"(259, 259, 299)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0844/ct.nii.gz,"(276, 138, 186)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1357/ct.nii.gz,"(285, 285, 250)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0330/ct.nii.gz,"(330, 330, 88)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1354/ct.nii.gz,"(293, 293, 289)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1225/ct.nii.gz,"(207, 207, 162)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0239/ct.nii.gz,"(283, 283, 412)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1036/ct.nii.gz,"(163, 163, 147)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0393/ct.nii.gz,"(221, 221, 206)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0918/ct.nii.gz,"(252, 252, 459)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0459/ct.nii.gz,"(212, 212, 312)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1128/ct.nii.gz,"(225, 225, 159)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0156/ct.nii.gz,"(333, 333, 101)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0422/ct.nii.gz,"(247, 247, 226)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0289/ct.nii.gz,"(145, 145, 233)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1110/ct.nii.gz,"(295, 295, 241)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1328/ct.nii.gz,"(247, 247, 47)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1281/ct.nii.gz,"(211, 211, 217)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1197/ct.nii.gz,"(227, 227, 149)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1189/ct.nii.gz,"(233, 233, 266)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1109/ct.nii.gz,"(267, 267, 60)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0688/ct.nii.gz,"(241, 241, 234)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1000/ct.nii.gz,"(229, 135, 161)","(1.5000001192092896, 1.5, 1.5000001192092896)"
/mnt/scratch/data/Totalsegmentator_dataset/s0778/ct.nii.gz,"(262, 262, 431)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0772/ct.nii.gz,"(249, 123, 201)","(1.5, 1.5, 1.5000001192092896)"
/mnt/scratch/data/Totalsegmentator_dataset/s1361/ct.nii.gz,"(283, 283, 475)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0431/ct.nii.gz,"(250, 250, 235)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0504/ct.nii.gz,"(81, 124, 189)","(1.5000001192092896, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0810/ct.nii.gz,"(289, 289, 289)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0356/ct.nii.gz,"(107, 107, 89)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0741/ct.nii.gz,"(242, 242, 40)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0985/ct.nii.gz,"(248, 248, 389)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0263/ct.nii.gz,"(171, 171, 161)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0916/ct.nii.gz,"(234, 234, 442)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0870/ct.nii.gz,"(217, 217, 114)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0258/ct.nii.gz,"(243, 243, 127)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0192/ct.nii.gz,"(239, 136, 296)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1178/ct.nii.gz,"(333, 333, 433)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1339/ct.nii.gz,"(193, 351, 287)","(1.5, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0735/ct.nii.gz,"(229, 136, 229)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0972/ct.nii.gz,"(142, 142, 128)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0316/ct.nii.gz,"(225, 225, 58)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1385/ct.nii.gz,"(250, 250, 169)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1206/ct.nii.gz,"(279, 279, 538)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0670/ct.nii.gz,"(228, 228, 396)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1267/ct.nii.gz,"(245, 245, 457)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0614/ct.nii.gz,"(205, 108, 161)","(1.4999998807907104, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0767/ct.nii.gz,"(246, 246, 69)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1379/ct.nii.gz,"(279, 279, 490)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1331/ct.nii.gz,"(240, 240, 238)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0037/ct.nii.gz,"(253, 253, 217)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1167/ct.nii.gz,"(219, 219, 211)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0450/ct.nii.gz,"(213, 213, 238)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0086/ct.nii.gz,"(273, 430, 430)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1010/ct.nii.gz,"(208, 208, 169)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1359/ct.nii.gz,"(140, 140, 196)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0003/ct.nii.gz,"(127, 127, 126)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1026/ct.nii.gz,"(145, 145, 147)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0723/ct.nii.gz,"(222, 187, 415)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0111/ct.nii.gz,"(221, 221, 247)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0824/ct.nii.gz,"(265, 184, 200)","(1.4999998807907104, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0786/ct.nii.gz,"(174, 174, 155)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0411/ct.nii.gz,"(121, 121, 154)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0548/ct.nii.gz,"(337, 171, 337)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0753/ct.nii.gz,"(218, 218, 193)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1009/ct.nii.gz,"(253, 131, 177)","(1.5, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0009/ct.nii.gz,"(119, 119, 185)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0809/ct.nii.gz,"(115, 114, 191)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0551/ct.nii.gz,"(233, 233, 352)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0167/ct.nii.gz,"(177, 177, 149)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0707/ct.nii.gz,"(267, 267, 298)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1205/ct.nii.gz,"(252, 104, 169)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0108/ct.nii.gz,"(288, 288, 293)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0593/ct.nii.gz,"(299, 299, 426)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0228/ct.nii.gz,"(254, 267, 267)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0692/ct.nii.gz,"(333, 333, 449)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1238/ct.nii.gz,"(295, 295, 457)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0676/ct.nii.gz,"(333, 333, 38)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0078/ct.nii.gz,"(271, 271, 266)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0262/ct.nii.gz,"(307, 307, 83)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0483/ct.nii.gz,"(266, 266, 444)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1113/ct.nii.gz,"(206, 206, 219)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1137/ct.nii.gz,"(245, 145, 278)","(1.4999998807907104, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0295/ct.nii.gz,"(99, 122, 122)","(1.5000001192092896, 1.5, 1.4999998807907104)"
/mnt/scratch/data/Totalsegmentator_dataset/s1001/ct.nii.gz,"(173, 173, 159)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0963/ct.nii.gz,"(208, 208, 402)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1319/ct.nii.gz,"(247, 247, 427)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0248/ct.nii.gz,"(299, 299, 280)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0585/ct.nii.gz,"(245, 195, 456)","(1.4999998807907104, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1304/ct.nii.gz,"(333, 333, 546)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0878/ct.nii.gz,"(274, 274, 427)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0833/ct.nii.gz,"(190, 165, 221)","(1.5, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0728/ct.nii.gz,"(195, 195, 270)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0808/ct.nii.gz,"(246, 209, 200)","(1.5, 1.5000001192092896, 1.5)"
